,ReviewID,SKU,CustomerName,Star,Keyword,Reviews,ReviewDate
480,481,4291017,DoAllinOne,5,All in one.,"Excellent for everything. Easy to install, easy too use very accesible price. Perfect size for any place at home.",10 months ago
481,482,4291017,Kumar,4,A good home printer,"A good printer with affordable priced prinking ink.
This inkjet printer does a good job printing both black and color with great quality.
Once purchased, I was able to quickly set it up with no hassles. The printer connected flawlessly to the internet and was able to communicate with my phone, iPad and laptop through which i was able to print very easily.
The scanner present in the printer is also good in terms of scanning the right color out of the page expected. 
The Canon ""PRINT"" app can be used to control majority of tasks of the printer and is easy to use with printer. 

The only downside is, it does not have a LCD.",2 weeks ago
482,483,4291017,Kathryn,5,Works great with Apple products!,"I’m loving this printer so far. It’s really easy to set up and prints front to back and from my iPhone, iPad, or iMac. Love love love that feature! The cute red color was over $20 less than the black. Winning!",6 months ago
483,484,4291017,MIKE,4,GOOD VALUE BUT A LITTLE HIGH MAINTENANCE,"My old Canon wasn't rated for Google printing, so I tried this one as a pre-Black Friday purchase.  It certain is cost-effective, given that it's cheaper than an ink cartridge replacement on my old Canon.  I will say it took me a solid hour or two plus some YouTube research to get this dialed in with my desktop and, in particular, my mobile devices.  The Canon app is just plain buggy, no matter what wireless printer you're dealing with.  I'm hoping I can rely on Google Cloud printing most of the time and not have to worry about the Canon app.  Be sure to get the printer dialed in with your WiFi network before dealing with the mobile app.",2 years ago
484,485,4291017,komisan,4,Good for it all except one thing.,"Its a very good printer, cheap id say, and does 2 sided papers as well as scans copies very good, but the thing I hate is that it didn't come with the USB cable to plug it into the computer, right now I'm using my phone to print but I wish I could do it more efficiently on the computer.",1 year ago
485,486,4291017,wesalonely,3,Good for documents not for pictures.,"I am a fan of canon products but I was hoping to save some money and use this cheaper model for color pages and document printing. The printed pages are mostly grainy and not very high quality but this printer gets the job done.
 I have purchased canon printers that print in extremely high quality but this is not such a model.  I would only recommend if you are a student in school who needs a cheap computer for homework.
I also only recommend buying this printer on sale, as it is, in my opinion, not worth $70.  
“You get what you pay for”, is a great description for this item.  If you need high quality prints save your money and buy a better model.
Thank you for reading.",1 year ago
486,487,4291017,Cams,1,Try HP,"I hate this printer with a passion. I can’t believe I spent full price on it. I should’ve just stuck to HP to be honest. First, the app is terrible. It worked on my phone for a while. Then I downloaded the software on my laptop…followed every single step and it wouldn’t connect. Okay. Connected by Wifi. Finally. Every single time I want to print something from my phone or my laptop this annoying orange light comes on and NOTHING PRINTS. I’ve tried troubleshooting so many times but nothing. I’m out 80+ dollars and I wouldn’t even give this to anyone, just going straight to the trash. Just like customer service when I tried returning it.",4 months ago
487,488,4291017,BlackCat,4,Hard to Set Up,"Took a while to set up.  It did not want to connect to my computer.  Have no understanding as to why.  My son tried, my husband tried and so did I.  After about 3 days we finally got it to work.  Works nicely now.",1 year ago
488,489,4291017,Srecko2016,5,Very strong color ink. Clear and nice,"This printer have everything I need. Most of the time I am using it for school, but I did start doing some picters too. And the price was very afordable.",4 years ago
489,490,4291017,Canuck,5,Easy & quick setup,"I'm not going to say that this is a good printer for the money because you see that so much and what does it really mean? Less than $50 for an all-in-one inkjet printer could still be a lot of money for some more than others. That being said, this small footprint AIO does it all. And pretty well, too. Speed is average for the unit to queue and start printing, and the noise level is noticeable but for the most part not enough to be annoying. Perhaps if you were printing a 30 page job and the printer was beside you.... but how many times does that happen?
Print results are good, both colour and greyscale. Clean crisp output even in normal 300dpi. Keep in mind that this is a light duty printer for general home/home office type use. It won't disappoint used in this manner. 
Setup was a breeze. I went WiFi from the get-go and the setup utility had no issues finding the device on the network and finishing the task. No need for alignment. It was excellent out of the box.
Scan works well, quick and quiet. Same for the copy feature. And it looks good on the desktop or wherever you decide to place it. A ton of other software comes with the install CD. But I only wanted a printer so opted not to install any of it except for the manual, which helped out later on.
The 3620 has an wake-up setting that allows it to sleep until a print request is received. I used this setting for a few weeks after install and it worked fine. One day all computers in the house couldn't see the printer. Tried several fixes, rebooted, reset the router, powered off and on several times. Nothing worked. Last gasp, check the manual. Sure enough, it had step by step troubleshooting that resolved the issue first try. Moral - install the manual during setup.
So overall, a great little printer for the price or otherwise. And like all printers today the consumables cost more than the printer. Two XL black cartridges and one ream of paper cost more than the printer",4 years ago
490,491,4291017,tandilero,5,Great Printer for da mula,lightweight printer which performs heavyweighted tasks. Connects up to your network and becomes a workhorse.  prints on both sides of the paper in color and or black and white.  doesn't use much ink and after market cartridges are inexpensive enough.  All and all for under 100.00 it's a great printer.,2 days ago
491,492,4291017,Printer,3,Not so Happy Mom.,"Nice looking printer for a kid, because of wireless and scanner, not to mention the red color. 
However, it does not pull the paper when printing. Invest more money and get a better printer.",11 months ago
492,493,4291017,Zero2Sixty,4,Replaces HP printer,"Right price.  Quick delivery. Frustrating setup, but got it done.
Colors not a vibrant as I had hoped for.
All in all, I needed a printer.
This replaced an HP that the HP Instaink program sucks.  I paid $3 a/mo. for 4 years. Virtual Assistant was supposed to autoship ink as needed.  Could not talk to a HUMAN to make them understand that the color quality was not acceptable.  Red was orange/yellow.  HP printer replaced with Cannon.  Colors are closer to what they should be.",1 year ago
493,494,5848300,rcboater,4,Need to leave paper door open to print!,"After lots of shopping around, reading reviews, etc. I settled on this printer as having the best balance of size, features, and toner costs.  Since getting it two months ago,  I’ve scanned several items, and printed maybe 2 dozen pages.   As such a low volume user, this Canon replaced a functional HP all-in-one inkjet that was wasting (expensive) ink cartridges because they kept drying out.

PROs:  
- Print quality
- higher scan resolution than many in its class
-  easy printing from an ipad. My wife can send a recipe from her ipad and will print double-sided if requested.

CONs:
- Weak WIFI setup documentation. I found other owners complaints about the setup instructions to be valid.  The doc is poorly organized, vague in places, incomplete in others.  Fortunately, a web search will find reviews and other articles with tips.
- You have to leave the paper door open to print. Nowhere in ANY of the reviews I read (nor in the documentation) was this ever mentioned.  Every home printer I’ve owned over the last 30 years has had the usual paper tray that you pull open, load, and close- but not this one.  For a very low volume home user, this is an unexpected annoyance, to have to load paper every time I want to print.  I don’t want to leave the printer sitting there all the time with the door open,, letting dust, pet hair, etc., into the internals.",3 months ago
494,495,5848300,Dwattshouse,5,Simplicity,"Good price , simple and easy to connect to my computer",3 weeks ago
495,496,5848300,CooperPT,5,"Great Value, Easy Set-up, Highly Recommended.","Extremely great buy.  We were so tired of ink jet problems and cartridge expense.  I remembered our business used Laser printers.  We rarely had any problems, printed way more pages, faster and cleaner than with our ink jets as well.  And of course, ink cartridges are pricey.  This Canon was the very best (price and features including new toner cartridge's) in the selection of all Laser multi purpose black and white laser printers we researched.  It was a long search.  Took a few days of comparison shopping, but turns out this one was as advertised.  Set up in about 20 minutes, that's un-boxing to running to the first test print.  We set it up with a cable, (not supplied) but it does have the Wi-Fi option.  It has a really compact footprint, see photos. 
 Been printing a few weeks now, no problems, no adjustments or changes were necessary, software out of the box and set up from instructions pretty straight forward.  Great Value, especially if you don't need color for everything you print.  Plus we got it delivered in one day.  Crazy.  Scanned and saved effortlessly, and scanned our Id's and shot certificates perfectly.  Super quiet too!!",3 months ago
496,497,5848300,poi876,4,Worth the Money if you Don't Need Fax/Color Print,"We needed a printer and ordered the D570. The delivery was terrific. The PROS: The printer was easy to set up because my son is an IT specialist; however, my son informed me that it should be simple for everyone to set up.  The D570 prints fast and on both sides and is wireless.  The cost was reasonable. THE CONS: The D570 only prints in black and white and not color.  Another con is that the D570 only prints, scans, and copy's; the D570 is not have fax capabilities.",6 months ago
497,498,5848300,TexasWorkFromHome,5,I am So Happy I Bought this Printer!,"In late August, my Ink Jet failed and I needed a new printer for the kids’ online school and my work from home. I couldn’t find any printers in Dallas for less than $500, but this one was in stock at BestBuy.com.

This has been a great buy for our family! We rarely need color printing and I was tired of buying so much Ink Jet ink — why does it take so much Magenta and Cyan to print Black & White documents anyway? This printer cost more up front, but I’ve almost broken even considering how much ink jet ink I would have needed to buy in 2 months.

  We’ve printed tons of school homework assignments and the toner cartridge is still 80% full! 

  Awesome!",1 year ago
498,499,5848300,HiroNotHero680,5,Top Notch Laser Printer,"I purchased this laser printer to replace an old HP inkjet one that was not working very well anymore. Have always had good luck with Canon products, so this purchase was a no brainer for me. It prints black and white pages very quickly and flawlessly. The print on the papers looks really good. The printer itself is a nice compact size and is not too heavy. Looks really sleak with its black exterior. I have not had any problems with it so far. I highly recommend this printer, if you are looking for an affordable and reliable laser printer.",3 weeks ago
499,500,5848300,BobZ,5,First Canon laser and a satisfied customer.,"I've always had HP lasers in the past. This is my only Canon and I'll say I'm pleased with it. I've printed about 400 pages (all duplexed) and the printer performed flawlessly. The print quality is excellent! No issues with the duplex mechanism. My requirements were decent speed, good print quality, minimum of 200 sheets in the tray, and duplex capability. Yes, the paper trays do stick out about 4 inches when open, but that isn't an issue for me or probably most people. The control panel is much more involved than I'm used to on the HP's. They only had 3 or 4 buttons total.",1 month ago
500,501,5848300,NCU4LIFE,4,Great printer at a reasonable price.,"I was looking for a small office laser printer. This canon was the best priced printer on the market. 
Pros: 
It is reasonably compact. And don’t let the box distract you. It is compact. 
The setup was very easy. I always have doubts about setting up a wireless printer, but this was flawless. 
I was not looking for a scanner, but the fact that it has one, it is a nice feature to have as backup. 
It ia very quick and extremely quiet. I think this is the quietest laser printer I’ve ever used. 
Cons:
The price of a toner is outrageous!!!!",1 month ago
501,502,5848300,Mused,4,So far so good,"Difficult to set it up but so far it works well. I have not used it very much. Just a few pages a week using a wifi connection. I don't know how it works in a network. I have printed from iPhones, Macbooks and another laptop operating on Windows. So far I am happy with it. Recommended.",18 hours ago
502,503,5848300,Pablo,5,Perfect Vacation Home Printer,"This looks to be a great summer vacation house printer.  We have had terrible luck with inkjet printers at this location because they sit unused for 10 months out of the year.  Each year I was needing to buy a new set of cartridges and got fed up with it.

i bought this B&W Canon laser printer to solve the issue.  It is very basic but it does the job quite well.  I have purchased several Canon ImageCLASS B&W MFPs over the past 15 years at various companies and have been very pleased with them.  This is one is the most basic I have purchased as it does not have an ADF but in every other way, it works just as well as the others.  I'm very pleased.",2 months ago
503,504,5848300,Canon,5,Canon imageclass D570,Printer was easily setup on my home network.  Prints great.,3 months ago
504,505,5848300,MusicFan,5,Excellent black and white printer,"This printer worked perfectly out of the box. I had to download some software, which was provided on a desk. This is a black-and-white printer which saves money on cartridges. Average cost of replacement cartridge is less than $20. It does not have the capability of printing from your smart phone. Purchased this item on sale and would purchase it again.",3 weeks ago
505,506,5848300,iPadProwithcellular,5,Best Buy Geek Squad did it again!,Best Buy Geek squad did it again! Robert at Best Buy Waco knew every detail about hooking up my new iPad Pro and conforming it with my existing MacBook Pro.,1 week ago
506,507,5848300,MMM2,5,"Fast printr, dbl side, long lasting laser cartridg","Relative fast compact printer, good scanner and copier.  Able to print on both sides of the paper.  Can connect via cable to laptop for printing documents or use wireless.  Very versatile. 

 The most money saving feature of this Canon Image Class D570 printer is its longer lasting laser cartridge which can print up to 2,800 documents per cartridge.  Other printers like Brother printers get the unaware consumer with lower price printers which use  laser cartridges that need to be replaced after 300 printed documents and is a scam.  

But, Canon printers are reliable printers with longer lasting cartridges.   I had a Canon ImageClass D320 printer for 13 years until I replaced it recently with the newer D570 model and I love it.    Very pleased with it and its configuration.",10 months ago
507,508,5848300,Bree,5,highly recommend!,"Works great!! I bought this because I’m selling hand drawn coloring books, and wanting some thing that I could quickly make copies. I’m using card stock paper and this works so well! Easy to print multiple copies of the same image",22 hours ago
508,509,5848300,Dbackmasta,5,Easy setup!,"Setup was super easy and print quality is good.  I like that every time I've used it, my computer reaches it with no issues.  I had problems with my prior printer, which is why I got this one.  Very happy.",2 days ago
509,510,5848300,ThatGuy,4,Good Printer,"Good printer, bought as a back up for my office for these times when parts are taking forever to obtain. Works good for us",2 days ago
510,511,5848300,Jhoff72,5,Excellent Product,We purchased this to use in my wife's practice. Great smaller size and does everything we need it to do. Canon makes an excellent product.,3 weeks ago
511,512,5848300,Jered46,5,Excellent Laser Printer,"So far, so good. Just set up the printer yesterday and it went quickly and easily. No complaints. Print quality is excellent. I'll know more as time goes along...",2 days ago
512,513,5848300,Ternes,4,Great Quality,Great quality. Gave it 4 stars only because I still haven't figured out how to scan on to my desktop without going through so many hoops.,2 weeks ago
513,514,6439509,Kenny,5,Great Printer,"Very happy with the purchase. Took some getting used to when changing papers and remembering to change the settings, but no big deal really. Great results.",1 month ago
514,515,6439509,kencellw,5,Great Printer!,"So far this printer is performing AWESOME! I think Canon did great with the software and printing program, because I find it easy to navigate and print the images I want.",1 week ago
515,516,6439509,Beachbarb,5,Nice Purchase,"Other than at 83 and female and having to carry the 35 pounds up 2 flights of stairs, i like the printer very much.  I haven't had it long enough to experiment with it, but for have had good luck with colored photos.  I do have to admit that it took a couple of tries get the print options set up.  Reading the manual probably would have helped.",5 months ago
516,517,6439509,Cruplunk,5,Great printer for the price,I replaced a Canon I-9900 with this. This printer doesn't have a red and green cartridge like the old model.  Now they have added 2 grey cartridges. I feel that this produces a better quality black and white photo. I also don't see a big difference in colors in losing the red and green cartridges. I did notice a huge difference in output quality with the paper samples that they gave with the pinter versus other quality paper brands. Be ready to buy the more expensive Canon paper after you see the difference it makes.,3 weeks ago
517,518,6439509,Orolon,5,Awesome photo printer,Great printer. My pictures come out very sharp and clear. Ink would have to be purchased through canon. Says backordered but I’ve placed 4 orders even tho it said backordered and they all shipped within the week. You won’t be disappointed.,1 week ago
518,519,6439509,Tony,5,great,very good printing. It would have been nice if it also had a great precision scanning feature.,1 month ago
519,520,6439509,Mscott,5,Professional quality prints as promised!,Best printer ive ever owned. The prints look like they came from a professional lab. Vibrant and fast,2 days ago
520,521,6439509,Shelbot,5,Great printer,I love this printer.  The set up took me some time but once done very easy to use.  Beautiful prints!  Great color consistency!,1 month ago
521,522,6439509,Souleymane,5,Nice!,Great printer! You’ll love it! It allows so many different settings although it drinks ink like crazy.,6 months ago
522,523,6439509,Tamibee111,5,Love it!,"Easy to print anything from pictures to stickers, labels and more! Beautiful colors!",1 month ago
523,524,6439509,BrianC,5,Great printer for the price.,"Since my older model decided to stop printing properly, the purchase was a no brainer, printer works as expected, and I’ve used this type of printer before, (older models though) and it is a good product.",3 months ago
524,525,6439509,Cannon,4,Excellent photos,Amazing printer but very hard to find the ink and if you don’t it cost a fortune,1 week ago
525,526,6439509,Diva,5,Love it,Pictures come it so clear and perfect! Most buy if you ask me,1 month ago
526,527,6439509,Jeff,5,Good quality wide format prints,"So far, so good. We haven't printed a whole lot with this printer yet but so far we really like the quality of the prints. We are happy customers!",8 months ago
527,528,6439509,Pmroads,5,Great printer for the price.,Fantastic printer!  I bought this to print out a collage of pictures for our new house. It will no disappoint!,7 months ago
528,529,6439509,MJ2171,5,Canon Printer,"Great printer, perfect for many styles of photographs, and the quality is top notch, its a Canon",4 months ago
529,530,6439509,TommyG,3,Good printer no ink,Good printer. But the ink is literally no where to be found. If you plan on buying it for commercial or high usage I would go with a different platform that has ink readily available. As of this date still nothing available.,3 weeks ago
530,531,6439509,Austin,5,Best Buy came through finally,First one came broken. Best Buy made it right and replaced it. Second one does a pretty good job. I’m not familiar with how to makes photos look better but I’ll learn.,7 months ago
531,532,6439509,Nothing,5,HAPPY,I had the Pixma PRO 100 and know I have the PIXMA PRO 200 and I am enjoying the pro 200,5 months ago
532,533,6439509,Ohyeah,5,Yes i recommend this printer,Excellent printer it prints so smooth i love the colors,6 months ago
533,534,6348957,YourMainDude,1,Big Disappointment...,"Having a vast amount of experience with HP printing devices over the years, I can confidently state that potential purchasers should try to avoid this product for a while. HP is known for clunky software/firmware implementation and there are vast resources available which can be read online & support this historical context.

Immediately upon setting up my printer, I went through the steps of installing the various software packages available on their support website. There's what is called a ""Full"" package, there are ""Universal"" and ""Basic"" driver packages as well. HP installation routines will commonly crash or become stuck with no apparent reason. To compound the issues further - that I faced - the internal printing mechanism produced some horrendous sounds when it went through it's initial 'power-up' sequences for the very first time. I heard what sounded like some extreme mechanical collisions or slamming.

Once I ran through several install/uninstall attempts I was finally able to get the printer to work properly utilizing the ""Universal"" driver package. Printing, scanning, copying and communication to the MFP's internal configuration all appeared somewhat normal. I did perform a firmware update along the way but this new firmware didn't fix any of the error codes I experienced.

When I queried the ""event log"" of the printer (through an Ethernet connection), I discovered critical failure notifications. I've attached the screen shot of what I first observed. I also receive consistent error messages that the printer is out-of-paper at the end of print jobs. Something is terribly amiss here. I've attached a screen capture of that as well.

HP Smart is an application that will automatically install in the background of a Windows 10 machine, and this software will not only provide error messages and configuration settings - but it also links into something called the HP print & scan doctor. Essentially a self help diagnostic app. The HP Smart app is a prime mover in the popping up 'out-of-paper' notifications in the Win 10 notification tray.

I do have some good things to say about this printer.
It's faster than the M426 generation and looks to employ more power saving and toner saving feature controls than it's predecessors. Perceived sound can be highly subjective but my particular unit seems much louder than older HP MFP's I've used. Perhaps this is related to some internal, mechanical issues.

The Good:
Faster and noticeably more precise toner application - translated - clearer printing.
Compact in overall size & work space footprint.

The Bad:
Poor software implementation and a tedious installation experience.
Louder in operation.
False positives with the consistent, out of paper error messages.
Prone to ""Fuser Drive (internal hardware) 50.04.00 Errors"".

I can not recommend the HP - LaserJet Pro MFP M428fdw printer at the present time.",2 years ago
534,535,6348957,Leslietherunner,5,HP B&W printer comes through again... five stars!,"First off, I love HP and its products. They are usually dependable and this one was no different. From the purchase to the setup (of course, I casually glanced at the directions), it only took 10 minutes to have it up and running. I was printing pages shortly after that. I love that it can scan, fax, and read from a USB thumbdrive. It was an upgrade from a previous HP that I had and I could not be happier. I love the sleek design and simple ""footprint"" that it has... it can set anywhere in a smaller apartment or in a corner of a home office. HP (so far) has proven to be a sturdy, reliable, and affordable option to home printing. Enjoy it.",2 years ago
535,536,6348957,GJim,4,A good work-horse laser,I purchased this for a laser-foil process.  I can print almost any design on some papers and leather and then laminate foil onto the design.,9 months ago
536,537,6348957,Homealone,5,Hard to fine,"This was the one and only printer I wanted
Best Buy had with a good price.",1 year ago
537,538,6348957,Derek,5,"Great, great, office printer","The LaserJet Pro MFP M428fdw is surprisingly compact for being capable of so much. I was expecting a huge box, but when it arrived I was pleasantly surprised by the small footprint. Setup was easy. I used the printer's touchscreen to set up a wifi connection (a USB connection could also be used). It connected easily to my internet, and my mobile devices saw it immediately as a printer on the network. I printed documents from an iPad and an Android phone, and that was before I did the PC setup! Loved the connectivity. There is an option if you are an IT person and want to set the printer up for an office environment to do so. Since I am using this in my personal office, I did not try setting up the office environment option.

I went to HP's site and downloaded the PC software, including the scanning tool. What's great about this, the printer can scan two-sided documents via the auto-feeder and send them to any computer that you have the scanning software installed on, as well as handheld devices. I tried this with several documents, and only had one glitch where I had to power the printer off and then back on because the scanner locked up. The restart corrected the issue, and I haven't had one since.

I love the fact that this unit can print two-sided copies as fast as other units I have had that only print one side. I printed a 17-page peer-review on leadership studies in less than 7 seconds (double-sided). Simply impressive! Print quality was outstanding. I had several other folks send docs to be printed. Both the Macs and the Windows PC's we tested found the printer on my network immediately and printed to it without having to do anything special.

I tested the fax component of the machine (yes, people do still actually use those...) by faxing a 6-page document to my workplace fax machine and then back. No issues getting dial-tone, no issues sending the fax, and I set it up to print me a success page after it was sent. 

In an office environment, or even if you need a high-speed, quality printer at home to scan, fax and print double-sided black and white copies, you can't do much better than this HP. I can't think of an all-in-one printer that I have liked as much as this one, thus the 5-star review. Highly recommended!",10 months ago
538,539,6348957,phoenixfta,3,Fast and complicated,"HP is my go-to company for printers, and sometimes, scanners. The MFP M428fdw is a fast, very good quality printer, scanner and fax machine. I didn’t test the fax because...who is faxing?
The build quality is high and it seems robust enough for home, SoHo and small office environments. 
Scanning and printing are fast, with very good quality.
Downsides? The app you download has struggled with connectivity for me. This may not be the same for you, depending on your WiFi and OS situation. I’m running Windows 10 Pro over a WiFi sub network of our core Ethernet network.
The unit is attractive, quick, quiet and I’m not raving about it, but I will recommend the product.",2 years ago
539,540,6348957,MGoose,5,Great Connected All In One,"This is a great printer and scanner. The HP Smart App works perfectly with this printer and I love scanning things to my phone using the app. 

It is black and white only and the paper tray is letter only (you have to manually feed longer sheets). I also had issues with scale when printing from my phone using the native Apple print function (easily fixed by printing from the HP app).

This printer is very compact for everything it does. It has a slower quiet mode, but it is already much quieter than my other printer in normal mode. It also is very nice looking and I had no issues with using the touch screen.

A USB cable is included and a phone line for the fax. I didn’t need them thanks to being able to print wirelessly and scan using my phone. It also has a USB port for a thumbdrive.

I would definitely recommend this multifunction printer based on the app and ease of use.",2 years ago
540,541,6348957,JamexRZ,5,Everything you need for a small/home office!,"I've been looking for a laser printer that would not break the bank for lots of printing on a small home office. Finally found it!

Box was a little heavy, but the printer feels compact and solid. It has a scanner, printer fax. They even included the necessary toner to start printing. Setup was easy. Make sure you have an internet connection, because the software has to be downloaded. But after doing so, the install was easy, I was able to set it up with my wifi network and now I can print from anywhere.

Print quality is great, as expected from a laser printer and fast. I just looked around and the replacement toners are around $59 to $79, but they last long. The LCD screen was big and easy to read, even for my aging eyes!

I highly recommend this all in one for anyone with a small office/home office!",2 years ago
541,542,6348957,Dan292,4,"Excellent printer, non-trivial setup","There are two aspects to a review of this printer—of the printer/scanner/copier/fax machine itself and of the setup process, the latter of which was anything but trivial, at least for me.

First, as a printer, this is an HP Laserjet. That’s all I should really have to say. The print quality is going to be wonderful because HP is the gold standard of laser printers, having practically invented them and having been in the business of making them for more than three decades. This printer is no different. I’ve owned or used many HP Laserjets starting in the late 1980s. The build quality, smoothness of operation, and print quality of this printer are all excellent.

There are three printer trays, so you can add rarely-used types of paper (colored paper or envelopes, for instance) in one tray without disturbing the store of normal paper in another tray. The scanner function works fine and is easily controlled with the Windows SCAN program. Scanning right at the printer works well, too, as does copying as well as does printing directly from a flash drive connected to one of the printer’s USB ports, so long as what you want to print is a pdf file. 

The printer comes out of the box with a toner cartridge installed, so getting it up and printing is no more complicated than removing shipping tape here and there and plugging it in. Connection to a computer (let’s call it the host computer) via USB cable is a simple matter as well, and the setup process has you visiting the HP website to download and install the drivers as well as install what’s called the HP “Smart App” to also control the printer.

Where I ran into some problems in setup was in getting the printer to connect to a remote computer (one not connected to the printer by a USB cable) wirelessly. Connecting the printer to your wireless network is simple and is done via a wizard accessible through the printer’s touchscreen. Just select your network, input the password, and you’re done. Then you go to the remote computer and add the printer as you would add any printer. But you’re presented with a couple of options here. If you have set the printer up on the host computer to be a “shared” printer, you’ll find it on the list of available printers when you go to add the printer to the remote computer. The process is straightforward and involves installing the same HP Smart App that was installed on the host computer.

But you are also presented with a second option in installing the printer on the remote computer, and this is supposed to be one of the great features of this printer. By having it connected directly to your wireless network, you can also, in the Add Printer section of Windows, add it as a “Direct Wireless” printer. Connection in this manner allows printing to the printer without the host computer even being turned on, which is always a necessity when printing to a network printer that is hard-wired to a host computer. And this is where I ran into problems. No matter what I did, I could not get the remote computer to print to the printer. If I uninstalled the Direct Wireless printer and installed it as a network printer shared by the host computer, I had no problems. But I could not install it the Direct Wireless way, which was disappointing as this is supposed to be, as I noted above, one the printer’s significant advantages and one I was hoping to use.

So it was off to chat with HP on their support site, and after about 45 minutes of interaction with the tech (who was quite patient with me and quite helpful), which included several minutes of his assuming control of my computer via a remote-desktop hookup, he solved the problem by creating a new, separate TCP/IP port for this printer. Once that was done, everything worked fine. It’s just unfortunate to have to go through this process at all. I have been buying and setting up printers since the 1980s, and I’ve rarely encountered a situation where I wanted to set the printer up as a network printer and I did not have one kind of problem or another. It’s usually a “printer offline” problem, but this time it was something new and something different.

So I give the printer four stars. As I noted at the top, as a printer/scanner/fax/copier, it works great, and I would have expected nothing less. But setup, at least for me, took half a day to accomplish because I tried several other approaches first (including the time-honored “uninstall/reinstall”) before resorting to an online chat. I can’t say that another person will experience the same problems I did or, conversely, will have the installation process go smoothly. My experience might be an outlier. But I can only speak from my experience, and I consider myself a pretty computer-sophisticated person who has built several computers on his own as well as having, as noted above, installed many printers of all types over the years.",2 years ago
